unit_order,unit_id,unit_title,source,word_index,seq,jeju,standard,partOfSpeech,eng,soundUrl
21,verbs3,움직임 3,expansion_290,10,6894,늘루다,늘리다,verb,to increase,https://www.jeju.go.kr/api/culture/dialect?dialect=6894
22,verbs4,움직임 4,expansion_290,1,6960,맽기다,맡기다,verb,to entrust,https://www.jeju.go.kr/api/culture/dialect?dialect=6960
22,verbs4,움직임 4,expansion_290,2,6961,머물르다,머물다,verb,to stay,https://www.jeju.go.kr/api/culture/dialect?dialect=6961
22,verbs4,움직임 4,expansion_290,3,6962,머추다,멈추다,verb,to stop,https://www.jeju.go.kr/api/culture/dialect?dialect=6962
22,verbs4,움직임 4,expansion_290,4,6966,메꾸다,메우다,verb,to fill in,https://www.jeju.go.kr/api/culture/dialect?dialect=6966
22,verbs4,움직임 4,expansion_290,5,6975,몯다,모이다,verb,to gather,https://www.jeju.go.kr/api/culture/dialect?dialect=6975
22,verbs4,움직임 4,expansion_290,6,6968,메우다,모으다,verb,to collect,https://www.jeju.go.kr/api/culture/dialect?dialect=6968
22,verbs4,움직임 4,expansion_290,7,6923,되쓰다,뒤집다,verb,to flip,https://www.jeju.go.kr/api/culture/dialect?dialect=6923
22,verbs4,움직임 4,expansion_290,8,6926,둥글다,뒹굴다,verb,to roll about,https://www.jeju.go.kr/api/culture/dialect?dialect=6926
22,verbs4,움직임 4,expansion_290,9,7134,털어지다,떨어지다,verb,to fall,https://www.jeju.go.kr/api/culture/dialect?dialect=7134
22,verbs4,움직임 4,expansion_290,10,7014,벳기다,벗기다,verb,to peel / take off,https://www.jeju.go.kr/api/culture/dialect?dialect=7014
23,verbs5,움직임 5,expansion_290,1,7011,베우다,보이다,verb,to show / be seen,https://www.jeju.go.kr/api/culture/dialect?dialect=7011
23,verbs5,움직임 5,expansion_290,2,7022,부찌다,붙이다,verb,to attach,https://www.jeju.go.kr/api/culture/dialect?dialect=7022
23,verbs5,움직임 5,expansion_290,3,7029,비끼다,비키다,verb,to step aside,https://www.jeju.go.kr/api/culture/dialect?dialect=7029
23,verbs5,움직임 5,expansion_290,4,6987,밀리다,밀다,verb,to push,https://www.jeju.go.kr/api/culture/dialect?dialect=6987
23,verbs5,움직임 5,expansion_290,5,7001,발르다,바르다,verb,to spread / paste,https://www.jeju.go.kr/api/culture/dialect?dialect=7001
23,verbs5,움직임 5,expansion_290,6,7006,버이다,베다,verb,to cut,https://www.jeju.go.kr/api/culture/dialect?dialect=7006
23,verbs5,움직임 5,expansion_290,7,6918,데우치다,데치다,verb,to blanch,https://www.jeju.go.kr/api/culture/dialect?dialect=6918
23,verbs5,움직임 5,expansion_290,8,5845,고찌다,고치다,verb,to fix,https://www.jeju.go.kr/api/culture/dialect?dialect=5845
23,verbs5,움직임 5,expansion_290,9,7111,질들이다,길들이다,verb,to tame,https://www.jeju.go.kr/api/culture/dialect?dialect=7111
23,verbs5,움직임 5,expansion_290,10,7139,파장치다,끝내다,verb,to finish,https://www.jeju.go.kr/api/culture/dialect?dialect=7139
24,adj3,상태 3,expansion_290,1,7158,가벱다,가볍다,adjective,light,https://www.jeju.go.kr/api/culture/dialect?dialect=7158
24,adj3,상태 3,expansion_290,2,7267,여데다,같다,adjective,same,https://www.jeju.go.kr/api/culture/dialect?dialect=7267
24,adj3,상태 3,expansion_290,3,7209,베다,무겁다,adjective,heavy,https://www.jeju.go.kr/api/culture/dialect?dialect=7209
24,adj3,상태 3,expansion_290,4,7188,모지래다,모자라다,adjective,not enough,https://www.jeju.go.kr/api/culture/dialect?dialect=7188
24,adj3,상태 3,expansion_290,5,7214,보드랍다,부드럽다,adjective,soft,https://www.jeju.go.kr/api/culture/dialect?dialect=7214
24,adj3,상태 3,expansion_290,6,7179,두물다,드물다,adjective,rare,https://www.jeju.go.kr/api/culture/dialect?dialect=7179
24,adj3,상태 3,expansion_290,7,7258,야리다,여리다,adjective,tender,https://www.jeju.go.kr/api/culture/dialect?dialect=7258
24,adj3,상태 3,expansion_290,8,7239,싸무랍다,사납다,adjective,fierce,https://www.jeju.go.kr/api/culture/dialect?dialect=7239
24,adj3,상태 3,expansion_290,9,7242,쎄다,세다,adjective,strong,https://www.jeju.go.kr/api/culture/dialect?dialect=7242
24,adj3,상태 3,expansion_290,10,7215,보미다,낡다,adjective,worn out,https://www.jeju.go.kr/api/culture/dialect?dialect=7215
25,adv1,어찌 1,expansion_290,1,7353,깜째기,갑자기,adverb,suddenly,https://www.jeju.go.kr/api/culture/dialect?dialect=7353
25,adv1,어찌 1,expansion_290,2,7347,거꿀로,거꾸로,adverb,upside down,https://www.jeju.go.kr/api/culture/dialect?dialect=7347
25,adv1,어찌 1,expansion_290,3,7348,거쓴,얼른,adverb,quickly,https://www.jeju.go.kr/api/culture/dialect?dialect=7348
25,adv1,어찌 1,expansion_290,4,7358,곧작,곧장,adverb,straightaway,https://www.jeju.go.kr/api/culture/dialect?dialect=7358
25,adv1,어찌 1,expansion_290,5,7355,게민,그러면,adverb,then,https://www.jeju.go.kr/api/culture/dialect?dialect=7355
25,adv1,어찌 1,expansion_290,6,7351,게난,그러니까,adverb,so / therefore,https://www.jeju.go.kr/api/culture/dialect?dialect=7351
25,adv1,어찌 1,expansion_290,7,7361,그냥,그대로,adverb,as is,https://www.jeju.go.kr/api/culture/dialect?dialect=7361
25,adv1,어찌 1,expansion_290,8,7357,경,그렇게,adverb,like that,https://www.jeju.go.kr/api/culture/dialect?dialect=7357
25,adv1,어찌 1,expansion_290,9,7393,똑,꼭,adverb,exactly / surely,https://www.jeju.go.kr/api/culture/dialect?dialect=7393
25,adv1,어찌 1,expansion_290,10,7354,깨,꽤,adverb,quite,https://www.jeju.go.kr/api/culture/dialect?dialect=7354
26,adv2,어찌 2,expansion_290,1,7384,늦이,늦게,adverb,late,https://www.jeju.go.kr/api/culture/dialect?dialect=7384
26,adv2,어찌 2,expansion_290,2,7388,대걸롱,대강,adverb,roughly,https://www.jeju.go.kr/api/culture/dialect?dialect=7388
26,adv2,어찌 2,expansion_290,3,7391,데번에,한 번에,adverb,at once,https://www.jeju.go.kr/api/culture/dialect?dialect=7391
26,adv2,어찌 2,expansion_290,4,7417,미릇,미리,adverb,in advance,https://www.jeju.go.kr/api/culture/dialect?dialect=7417
26,adv2,어찌 2,expansion_290,5,7469,원체,원래,adverb,originally,https://www.jeju.go.kr/api/culture/dialect?dialect=7469
26,adv2,어찌 2,expansion_290,6,7444,쉬이,쉽게,adverb,easily,https://www.jeju.go.kr/api/culture/dialect?dialect=7444
26,adv2,어찌 2,expansion_290,7,7445,슬짝,슬그머니,adverb,stealthily,https://www.jeju.go.kr/api/culture/dialect?dialect=7445
26,adv2,어찌 2,expansion_290,8,7456,어떵,어떻게,adverb,how,https://www.jeju.go.kr/api/culture/dialect?dialect=7456
26,adv2,어찌 2,expansion_290,9,7459,어서라,어서,adverb,hurry / come on,https://www.jeju.go.kr/api/culture/dialect?dialect=7459
26,adv2,어찌 2,expansion_290,10,7490,천성,언제나,adverb,always,https://www.jeju.go.kr/api/culture/dialect?dialect=7490
27,body2,몸 2,expansion_290,1,2842,눈방울,눈동자,noun,pupil,https://www.jeju.go.kr/api/culture/dialect?dialect=2842
27,body2,몸 2,expansion_290,2,2839,눈두께,눈꺼풀,noun,eyelid,https://www.jeju.go.kr/api/culture/dialect?dialect=2839
27,body2,몸 2,expansion_290,3,2836,눈깍,눈초리,noun,corner of the eye,https://www.jeju.go.kr/api/culture/dialect?dialect=2836
27,body2,몸 2,expansion_290,4,3109,종애,종아리,noun,calf,https://www.jeju.go.kr/api/culture/dialect?dialect=3109
27,body2,몸 2,expansion_290,5,2829,귓자락,귓방울,noun,earlobe,https://www.jeju.go.kr/api/culture/dialect?dialect=2829
27,body2,몸 2,expansion_290,6,3003,세덩치,혀뿌리,noun,root of the tongue,https://www.jeju.go.kr/api/culture/dialect?dialect=3003
27,body2,몸 2,expansion_290,7,3171,허벅다리,넓적다리,noun,thigh,https://www.jeju.go.kr/api/culture/dialect?dialect=3171
27,body2,몸 2,expansion_290,8,3088,입개미,입아귀,noun,corner of the mouth,https://www.jeju.go.kr/api/culture/dialect?dialect=3088
27,body2,몸 2,expansion_290,9,2885,뒷고개,뒷덜미,noun,nape,https://www.jeju.go.kr/api/culture/dialect?dialect=2885
27,body2,몸 2,expansion_290,10,3011,손등어리,손등,noun,back of the hand,https://www.jeju.go.kr/api/culture/dialect?dialect=3011
28,people3,사람과 가족 3,expansion_290,1,432,냄편,남편,noun,husband,https://www.jeju.go.kr/api/culture/dialect?dialect=432
28,people3,사람과 가족 3,expansion_290,2,448,늑신이,늙은이,noun,old person,https://www.jeju.go.kr/api/culture/dialect?dialect=448
28,people3,사람과 가족 3,expansion_290,3,690,씨누이,시누이,noun,sister-in-law,https://www.jeju.go.kr/api/culture/dialect?dialect=690
28,people3,사람과 가족 3,expansion_290,4,636,방세임,아가씨,noun,young lady,https://www.jeju.go.kr/api/culture/dialect?dialect=636
28,people3,사람과 가족 3,expansion_290,5,2710,으른,어른,noun,adult,https://www.jeju.go.kr/api/culture/dialect?dialect=2710
28,people3,사람과 가족 3,expansion_290,6,718,얼애,어린애,noun,child,https://www.jeju.go.kr/api/culture/dialect?dialect=718
28,people3,사람과 가족 3,expansion_290,7,653,비바리,처녀,noun,unmarried woman,https://www.jeju.go.kr/api/culture/dialect?dialect=653
28,people3,사람과 가족 3,expansion_290,8,2770,쥐인,주인,noun,owner,https://www.jeju.go.kr/api/culture/dialect?dialect=2770
28,people3,사람과 가족 3,expansion_290,9,6706,처아주망,처제,noun,wife's younger sister,https://www.jeju.go.kr/api/culture/dialect?dialect=6706
28,people3,사람과 가족 3,expansion_290,10,6705,처아주마님,처형,noun,wife's older sister,https://www.jeju.go.kr/api/culture/dialect?dialect=6705
29,living,옷과 살림,expansion_290,1,3312,와채,기와집,noun,tile-roofed house,https://www.jeju.go.kr/api/culture/dialect?dialect=3312
29,living,옷과 살림,expansion_290,2,3242,벌름,방앗간,noun,mill,https://www.jeju.go.kr/api/culture/dialect?dialect=3242
29,living,옷과 살림,expansion_290,3,3274,상자리,정자,noun,pavilion,https://www.jeju.go.kr/api/culture/dialect?dialect=3274
29,living,옷과 살림,expansion_290,4,3333,접담,절,noun,temple,https://www.jeju.go.kr/api/culture/dialect?dialect=3333
29,living,옷과 살림,expansion_290,5,808,사포,모자,noun,hat,https://www.jeju.go.kr/api/culture/dialect?dialect=808
29,living,옷과 살림,expansion_290,6,838,치메,치마,noun,skirt,https://www.jeju.go.kr/api/culture/dialect?dialect=838
29,living,옷과 살림,expansion_290,7,1421,주멩기,주머니,noun,pocket,https://www.jeju.go.kr/api/culture/dialect?dialect=1421
29,living,옷과 살림,expansion_290,8,776,단취,단추,noun,button,https://www.jeju.go.kr/api/culture/dialect?dialect=776
29,living,옷과 살림,expansion_290,9,753,게화,호주머니,noun,pouch,https://www.jeju.go.kr/api/culture/dialect?dialect=753
29,living,옷과 살림,expansion_290,10,757,곤옷,고운 옷,noun,fine clothes,https://www.jeju.go.kr/api/culture/dialect?dialect=757
30,kitchen,부엌,expansion_290,1,3640,바농,바늘,noun,needle,https://www.jeju.go.kr/api/culture/dialect?dialect=3640
30,kitchen,부엌,expansion_290,2,1265,씰,실,noun,thread,https://www.jeju.go.kr/api/culture/dialect?dialect=1265
30,kitchen,부엌,expansion_290,3,1309,주전지,주전자,noun,kettle,https://www.jeju.go.kr/api/culture/dialect?dialect=1309
30,kitchen,부엌,expansion_290,4,1232,숟구락,숟가락,noun,spoon,https://www.jeju.go.kr/api/culture/dialect?dialect=1232
30,kitchen,부엌,expansion_290,5,1333,추니,항아리,noun,jar,https://www.jeju.go.kr/api/culture/dialect?dialect=1333
30,kitchen,부엌,expansion_290,6,1222,섹경,거울,noun,mirror,https://www.jeju.go.kr/api/culture/dialect?dialect=1222
30,kitchen,부엌,expansion_290,7,3284,솥덕,부뚜막,noun,hearth,https://www.jeju.go.kr/api/culture/dialect?dialect=3284
30,kitchen,부엌,expansion_290,8,6770,안쥐,안주,noun,food with drinks,https://www.jeju.go.kr/api/culture/dialect?dialect=6770
30,kitchen,부엌,expansion_290,9,6774,언물,찬물,noun,cold water,https://www.jeju.go.kr/api/culture/dialect?dialect=6774
30,kitchen,부엌,expansion_290,10,6749,소곰쿡,소금국,noun,salt soup,https://www.jeju.go.kr/api/culture/dialect?dialect=6749
31,weather2,날씨 2,expansion_290,1,70,험벅눈,함박눈,noun,heavy snowflakes,https://www.jeju.go.kr/api/culture/dialect?dialect=70
31,weather2,날씨 2,expansion_290,2,72,헤돋이,해돋이,noun,sunrise,https://www.jeju.go.kr/api/culture/dialect?dialect=72
31,weather2,날씨 2,expansion_290,3,35,빗살,빗방울,noun,raindrop,https://www.jeju.go.kr/api/culture/dialect?dialect=35
31,weather2,날씨 2,expansion_290,4,28,무눈,눈비,noun,sleet,https://www.jeju.go.kr/api/culture/dialect?dialect=28
31,weather2,날씨 2,expansion_290,5,62,진벵이,진눈깨비,noun,sleet,https://www.jeju.go.kr/api/culture/dialect?dialect=62
31,weather2,날씨 2,expansion_290,6,2,강쳉이,갑작 폭풍,noun,sudden storm,https://www.jeju.go.kr/api/culture/dialect?dialect=2
31,weather2,날씨 2,expansion_290,7,261,우녁,위쪽,noun,upper side,https://www.jeju.go.kr/api/culture/dialect?dialect=261
31,weather2,날씨 2,expansion_290,8,257,알,아래,noun,below,https://www.jeju.go.kr/api/culture/dialect?dialect=257
31,weather2,날씨 2,expansion_290,9,29,미릿내,은하수,noun,Milky Way,https://www.jeju.go.kr/api/culture/dialect?dialect=29
31,weather2,날씨 2,expansion_290,10,73,헷갓,햇무리,noun,solar halo,https://www.jeju.go.kr/api/culture/dialect?dialect=73
32,animals2,동물 2,expansion_290,1,2126,산톳,멧돼지,noun,wild boar,https://www.jeju.go.kr/api/culture/dialect?dialect=2126
32,animals2,동물 2,expansion_290,2,2154,식,삵,noun,leopard cat,https://www.jeju.go.kr/api/culture/dialect?dialect=2154
32,animals2,동물 2,expansion_290,3,2202,일희,이리,noun,wolf,https://www.jeju.go.kr/api/culture/dialect?dialect=2202
32,animals2,동물 2,expansion_290,4,2149,수코냉이,수고양이,noun,tomcat,https://www.jeju.go.kr/api/culture/dialect?dialect=2149
32,animals2,동물 2,expansion_290,5,2165,암톳,암퇘지,noun,sow,https://www.jeju.go.kr/api/culture/dialect?dialect=2165
32,animals2,동물 2,expansion_290,6,2150,수톳,수퇘지,noun,boar,https://www.jeju.go.kr/api/culture/dialect?dialect=2150
32,animals2,동물 2,expansion_290,7,2091,벡돗,흰돼지,noun,white pig,https://www.jeju.go.kr/api/culture/dialect?dialect=2091
32,animals2,동물 2,expansion_290,8,2167,어럭개,얼룩개,noun,spotted dog,https://www.jeju.go.kr/api/culture/dialect?dialect=2167
32,animals2,동물 2,expansion_290,9,2016,땅강생이,발바리,noun,small dog,https://www.jeju.go.kr/api/culture/dialect?dialect=2016
32,animals2,동물 2,expansion_290,10,1752,가냐귀,까마귀,noun,crow,https://www.jeju.go.kr/api/culture/dialect?dialect=1752
33,plants2,식물 2,expansion_290,1,6052,게가비,개나리,noun,forsythia,https://www.jeju.go.kr/api/culture/dialect?dialect=6052
33,plants2,식물 2,expansion_290,2,4447,제지,겨자,noun,mustard,https://www.jeju.go.kr/api/culture/dialect?dialect=4447
33,plants2,식물 2,expansion_290,3,6108,고베기,고비,noun,bracken,https://www.jeju.go.kr/api/culture/dialect?dialect=6108
33,plants2,식물 2,expansion_290,4,6025,돔박낭,동백나무,noun,camellia,https://www.jeju.go.kr/api/culture/dialect?dialect=6025
33,plants2,식물 2,expansion_290,5,2679,넙곽,다시마,noun,kelp,https://www.jeju.go.kr/api/culture/dialect?dialect=2679
33,plants2,식물 2,expansion_290,6,2561,남초,담배,noun,tobacco,https://www.jeju.go.kr/api/culture/dialect?dialect=2561
33,plants2,식물 2,expansion_290,7,4184,땅콩,땅콩,noun,peanut,https://www.jeju.go.kr/api/culture/dialect?dialect=4184
33,plants2,식물 2,expansion_290,8,4266,지장,기장,noun,millet,https://www.jeju.go.kr/api/culture/dialect?dialect=4266
33,plants2,식물 2,expansion_290,9,2672,낭쎂,나뭇잎,noun,leaf,https://www.jeju.go.kr/api/culture/dialect?dialect=2672
33,plants2,식물 2,expansion_290,10,4152,강낭콩,강낭콩,noun,kidney bean,https://www.jeju.go.kr/api/culture/dialect?dialect=4152
34,farm2,농사 2,expansion_290,1,1529,논갊,논갈이,noun,rice-paddy plowing,https://www.jeju.go.kr/api/culture/dialect?dialect=1529
34,farm2,농사 2,expansion_290,2,1551,묏자리,못자리,noun,rice nursery,https://www.jeju.go.kr/api/culture/dialect?dialect=1551
34,farm2,농사 2,expansion_290,3,1561,벳,볏,noun,rice straw,https://www.jeju.go.kr/api/culture/dialect?dialect=1561
34,farm2,농사 2,expansion_290,4,1694,질메,길마,noun,packsaddle,https://www.jeju.go.kr/api/culture/dialect?dialect=1694
34,farm2,농사 2,expansion_290,5,1488,갊,갈이,noun,plowing,https://www.jeju.go.kr/api/culture/dialect?dialect=1488
34,farm2,농사 2,expansion_290,6,1385,곰배,흙방망이,noun,dirt mallet,https://www.jeju.go.kr/api/culture/dialect?dialect=1385
34,farm2,농사 2,expansion_290,7,1697,촐눌,꼴 더미,noun,haystack,https://www.jeju.go.kr/api/culture/dialect?dialect=1697
34,farm2,농사 2,expansion_290,8,1693,찍단,짚단,noun,straw bundle,https://www.jeju.go.kr/api/culture/dialect?dialect=1693
34,farm2,농사 2,expansion_290,9,1388,그르팥,가을 밭,noun,autumn field,https://www.jeju.go.kr/api/culture/dialect?dialect=1388
34,farm2,농사 2,expansion_290,10,1516,드르팥,들판 밭,noun,field in the plains,https://www.jeju.go.kr/api/culture/dialect?dialect=1516
35,time,때와 수,expansion_290,1,327,아적,아침,noun,morning,https://www.jeju.go.kr/api/culture/dialect?dialect=327
35,time,때와 수,expansion_290,2,350,저냑,저녁,noun,evening,https://www.jeju.go.kr/api/culture/dialect?dialect=350
35,time,때와 수,expansion_290,3,4837,내중,나중,noun,later,https://www.jeju.go.kr/api/culture/dialect?dialect=4837
35,time,때와 수,expansion_290,4,5715,벡,백,number,hundred,https://www.jeju.go.kr/api/culture/dialect?dialect=5715
35,time,때와 수,expansion_290,5,5717,쑤물,스물,number,twenty,https://www.jeju.go.kr/api/culture/dialect?dialect=5717
35,time,때와 수,expansion_290,6,5722,여쉰,예순,number,sixty,https://www.jeju.go.kr/api/culture/dialect?dialect=5722
35,time,때와 수,expansion_290,7,7471,이디저디,여기저기,adverb,here and there,https://www.jeju.go.kr/api/culture/dialect?dialect=7471
35,time,때와 수,expansion_290,8,235,가온대,가운데,noun,middle,https://www.jeju.go.kr/api/culture/dialect?dialect=235
35,time,때와 수,expansion_290,9,4536,깝,값,noun,price,https://www.jeju.go.kr/api/culture/dialect?dialect=4536
35,time,때와 수,expansion_290,10,1641,척,책,noun,book,https://www.jeju.go.kr/api/culture/dialect?dialect=1641
36,talk2,말 걸기 2,expansion_290,1,7462,역부로,일부러,adverb,on purpose,https://www.jeju.go.kr/api/culture/dialect?dialect=7462
36,talk2,말 걸기 2,expansion_290,2,7477,제나,제발,adverb,please,https://www.jeju.go.kr/api/culture/dialect?dialect=7477
36,talk2,말 걸기 2,expansion_290,3,7482,진직,진작,adverb,already / earlier,https://www.jeju.go.kr/api/culture/dialect?dialect=7482
36,talk2,말 걸기 2,expansion_290,4,7463,영,이렇게,adverb,like this,https://www.jeju.go.kr/api/culture/dialect?dialect=7463
36,talk2,말 걸기 2,expansion_290,5,7362,그냥저냥,그럭저럭,adverb,somehow,https://www.jeju.go.kr/api/culture/dialect?dialect=7362
36,talk2,말 걸기 2,expansion_290,6,7364,그마니,그만큼,adverb,that much,https://www.jeju.go.kr/api/culture/dialect?dialect=7364
36,talk2,말 걸기 2,expansion_290,7,7472,이레저레,이리저리,adverb,this way and that,https://www.jeju.go.kr/api/culture/dialect?dialect=7472
36,talk2,말 걸기 2,expansion_290,8,7480,졸바로,올바르게,adverb,properly,https://www.jeju.go.kr/api/culture/dialect?dialect=7480
36,talk2,말 걸기 2,expansion_290,9,7432,부끄러이,부끄럽게,adverb,shyly,https://www.jeju.go.kr/api/culture/dialect?dialect=7432
36,talk2,말 걸기 2,expansion_290,10,7383,느런이,나란히,adverb,side by side,https://www.jeju.go.kr/api/culture/dialect?dialect=7383
37,objects,물건,expansion_290,1,299,돗,돌,noun,stone,https://www.jeju.go.kr/api/culture/dialect?dialect=299
37,objects,물건,expansion_290,2,4624,짓,집,noun,house,https://www.jeju.go.kr/api/culture/dialect?dialect=4624
37,objects,물건,expansion_290,3,1914,생이,새,noun,bird,https://www.jeju.go.kr/api/culture/dialect?dialect=1914
37,objects,물건,expansion_290,4,1465,펭,병,noun,bottle,https://www.jeju.go.kr/api/culture/dialect?dialect=1465
37,objects,물건,expansion_290,5,1361,호미,낫,noun,sickle,https://www.jeju.go.kr/api/culture/dialect?dialect=1361
37,objects,물건,expansion_290,6,926,갈퀴,갈고리,noun,rake / hook,https://www.jeju.go.kr/api/culture/dialect?dialect=926
37,objects,물건,expansion_290,7,1005,남푸등,등잔,noun,lamp,https://www.jeju.go.kr/api/culture/dialect?dialect=1005
37,objects,물건,expansion_290,8,3332,절간,가게,noun,shop,https://www.jeju.go.kr/api/culture/dialect?dialect=3332
37,objects,물건,expansion_290,9,1298,제,젓가락,noun,chopsticks,https://www.jeju.go.kr/api/culture/dialect?dialect=1298
37,objects,물건,expansion_290,10,2718,이사,의사,noun,doctor,https://www.jeju.go.kr/api/culture/dialect?dialect=2718
38,plants3,식물 3,expansion_290,1,2648,굴낭,굴피나무,noun,coreana,https://www.jeju.go.kr/api/culture/dialect?dialect=2648
38,plants3,식물 3,expansion_290,2,6126,꽝낭,꽝꽝나무,noun,japanese privet,https://www.jeju.go.kr/api/culture/dialect?dialect=6126
38,plants3,식물 3,expansion_290,3,6007,녹낭,녹나무,noun,Cinnamomum camphora,https://www.jeju.go.kr/api/culture/dialect?dialect=6007
38,plants3,식물 3,expansion_290,4,4021,제피,계피,noun,cinnamon,https://www.jeju.go.kr/api/culture/dialect?dialect=4021
38,plants3,식물 3,expansion_290,5,2568,낭절,나뭇결,noun,wood,https://www.jeju.go.kr/api/culture/dialect?dialect=2568
38,plants3,식물 3,expansion_290,6,6121,솔낭,곰솔,noun,Black Pine,https://www.jeju.go.kr/api/culture/dialect?dialect=6121
38,plants3,식물 3,expansion_290,7,2552,그르,그루,noun,stump,https://www.jeju.go.kr/api/culture/dialect?dialect=2552
38,plants3,식물 3,expansion_290,8,6114,고소,고삼,noun,Lightyellow Sophora,https://www.jeju.go.kr/api/culture/dialect?dialect=6114
38,plants3,식물 3,expansion_290,9,3777,못꼿,꿀풀,noun,honey grass,https://www.jeju.go.kr/api/culture/dialect?dialect=3777
38,plants3,식물 3,expansion_290,10,4098,토란,도라지,noun,Chinese balloonflower,https://www.jeju.go.kr/api/culture/dialect?dialect=4098
39,animals3,동물 3,expansion_290,1,2056,물쇠,물소,noun,water cow,https://www.jeju.go.kr/api/culture/dialect?dialect=2056
39,animals3,동물 3,expansion_290,2,2022,검은돗,검은 돼지,noun,black pig,https://www.jeju.go.kr/api/culture/dialect?dialect=2022
39,animals3,동물 3,expansion_290,3,2168,어럭돗,얼룩돼지,noun,spotted pig,https://www.jeju.go.kr/api/culture/dialect?dialect=2168
39,animals3,동물 3,expansion_290,4,2140,검은쇠,검은 소,noun,black cow,https://www.jeju.go.kr/api/culture/dialect?dialect=2140
39,animals3,동물 3,expansion_290,5,2295,술래미,가자미,noun,flat fish,https://www.jeju.go.kr/api/culture/dialect?dialect=2295
39,animals3,동물 3,expansion_290,6,2416,흑돔,검은 도미,noun,black red snapper,https://www.jeju.go.kr/api/culture/dialect?dialect=2416
39,animals3,동물 3,expansion_290,7,2268,메홍이,주리고둥,noun,type of fish,https://www.jeju.go.kr/api/culture/dialect?dialect=2268
39,animals3,동물 3,expansion_290,8,2474,서미역,진디,noun,aphid,https://www.jeju.go.kr/api/culture/dialect?dialect=2474
39,animals3,동물 3,expansion_290,9,2582,수펄,숫벌,noun,male bee,https://www.jeju.go.kr/api/culture/dialect?dialect=2582
39,animals3,동물 3,expansion_290,10,2025,슥돗,섞인 돼지,noun,mixed color pig,https://www.jeju.go.kr/api/culture/dialect?dialect=2025
40,daily,일상,expansion_290,1,5100,부끌래기,거품,noun,foam,https://www.jeju.go.kr/api/culture/dialect?dialect=5100
40,daily,일상,expansion_290,2,877,뱅고리,가락,noun,baeng-goli,https://www.jeju.go.kr/api/culture/dialect?dialect=877
40,daily,일상,expansion_290,3,4546,거레,거래,noun,trade,https://www.jeju.go.kr/api/culture/dialect?dialect=4546
40,daily,일상,expansion_290,4,4553,거짓거,가짜,noun,fake,https://www.jeju.go.kr/api/culture/dialect?dialect=4553
40,daily,일상,expansion_290,5,5675,훈적,거짓말,noun,lie,https://www.jeju.go.kr/api/culture/dialect?dialect=5675
40,daily,일상,expansion_290,6,4531,간세,게으름,noun,laziness,https://www.jeju.go.kr/api/culture/dialect?dialect=4531
40,daily,일상,expansion_290,7,5188,서베,세배,noun,bowing to elderly on the holidays,https://www.jeju.go.kr/api/culture/dialect?dialect=5188
40,daily,일상,expansion_290,8,3478,밥방울,밥알,noun,rice flakes,https://www.jeju.go.kr/api/culture/dialect?dialect=3478
40,daily,일상,expansion_290,9,1285,우굼,밥주걱,noun,rice spatula,https://www.jeju.go.kr/api/culture/dialect?dialect=1285
40,daily,일상,expansion_290,10,3707,수제,수저,noun,spoon and chopsticks,https://www.jeju.go.kr/api/culture/dialect?dialect=3707
